Harga,Kamar Tidur,Kamar Mandi,Luas Tanah,Luas Bangunan,Sertifikat,Daya Listrik,Jumlah Lantai,Kondisi Properti,Carport,Kamar Tidur Pembantu,Kamar Mandi Pembantu,kec_Balaraja,kec_Cikupa,kec_Cisauk,kec_Curug,kec_Jatiuwung,kec_Jayanti,kec_Kadu,kec_Kelapa Dua,kec_Kosambi,kec_Kresek,kec_Legok,kec_Mauk,kec_Pagedangan,kec_Panongan,kec_Pasar Kemis,kec_Rajeg,kec_Sepatan,kec_Sindang Jaya,kec_Solear,kec_Teluk Naga,kec_Tigaraksa
20.9055873945737,3,2,5.081404364984463,5.1298987149230735,3.0,2.0,2,1.0,1,1,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
20.9055873945737,3,2,4.290459441148391,4.31748811353631,3.0,5.0,2,1.0,2,0,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
20.9055873945737,3,2,5.081404364984463,5.5254529391317835,3.0,7.0,2,1.0,1,1,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
20.9055873945737,2,2,3.8918202981106265,3.9318256327243257,2.0,5.0,2,1.0,1,0,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
20.9055873945737,3,2,5.081404364984463,5.5254529391317835,3.0,7.0,2,1.0,1,1,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
20.9055873945737,2,1,4.6913478822291435,4.51085950651685,3.0,3.0,1,1.0,1,1,1,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
20.9055873945737,2,1,4.663439094112067,4.2626798770413155,3.0,3.0,1,1.0,1,1,1,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
20.9055873945737,4,2,4.51085950651685,4.709530201312334,2.0,5.0,2,1.0,1,0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
20.9055873945737,2,2,4.290459441148391,4.189654742026425,3.0,5.0,2,1.0,1,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
20.9055873945737,2,2,3.8918202981106265,3.9318256327243257,2.0,5.0,1,1.0,1,0,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
20.9055873945737,4,2,4.290459441148391,4.430816798843313,3.0,7.0,1,1.0,1,0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
20.9055873945737,3,1,4.948759890378168,4.61512051684126,3.0,3.0,2,2.0,1,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
20.9055873945737,4,3,4.61512051684126,5.017279836814924,3.0,3.0,2,1.0,1,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
20.9055873945737,3,3,4.430816798843313,4.51085950651685,3.0,3.0,2,2.0,2,0,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
20.9055873945737,2,2,3.8918202981106265,3.9318256327243257,2.0,3.0,2,1.0,1,0,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
20.9055873945737,2,2,4.394449154672439,4.394449154672439,3.0,3.0,2,1.0,1,0,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
20.9055873945737,2,1,4.442651256490317,3.367295829986474,3.0,3.0,1,1.0,1,0,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
20.9055873945737,2,1,4.634728988229636,4.0943445622221,2.0,3.0,1,1.0,1,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
20.9055873945737,4,3,4.356708826689592,4.897839799950911,3.0,6.0,2,1.0,1,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
20.9055873945737,2,2,3.8918202981106265,4.290459441148391,2.0,3.0,2,1.0,1,0,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
20.9055873945737,4,4,4.795790545596741,5.017279836814924,1.0,2.0,1,1.0,1,1,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
20.9055873945737,4,2,5.081404364984463,5.081404364984463,3.0,3.0,2,1.0,1,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
20.9055873945737,2,2,3.8918202981106265,4.110873864173311,2.0,3.0,2,1.0,1,1,1,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
20.9055873945737,2,1,4.6913478822291435,4.110873864173311,3.0,2.0,1,0.0,1,0,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
20.91388619738151,1,2,3.4339872044851463,3.7376696182833684,2.0,3.0,2,1.0,1,0,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
20.91388619738151,1,2,3.4339872044851463,3.7376696182833684,2.0,3.0,2,1.0,1,0,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
20.92211669651125,3,2,4.59511985013459,4.2626798770413155,3.0,7.0,2,1.0,1,0,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
